name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,icon
Kepler-1396 b,3479.0,14.691,Super Earth,2016,4.94,Earth,2.07,Earth,0.1406,0.049828887,0.0,Transit,sat
Kepler-1397 b,3909.0,14.324,Super Earth,2016,3.61,Earth,1.72,Earth,0.2602,0.12977414,0.0,Transit,sat
Kepler-1398 c,2780.0,13.752,Super Earth,2016,1.08,Earth,1.03,Earth,0.051,0.011225188,0.0,Transit,sat
Kepler-1399 b,4520.0,15.572,Super Earth,2016,2.1,Earth,1.25,Earth,0.0276,0.0043805614,0.0,Transit,sat
Kepler-1400 b,2454.0,16.067,Super Earth,2016,3.26,Earth,1.62,Earth,0.0771,0.024914443,0.0,Transit,sat
Kepler-1402 b,4872.0,14.78,Terrestrial,2016,0.363,Earth,0.76,Earth,0.0322,0.0054757018,0.0,Transit,mars
Kepler-1403 b,7059.0,15.713,Neptune-like,2016,5.22,Earth,2.14,Earth,0.064,0.014236824,0.0,Transit,np
Kepler-1404 b,3139.0,15.931,Super Earth,2016,4.7,Earth,2.01,Earth,0.1143,0.043531828,0.0,Transit,sat
Kepler-1406 b,1867.0,13.39,Super Earth,2016,1.37,Earth,1.1,Earth,0.0987,0.03175907,0.0,Transit,sat
Kepler-1407 b,4555.0,15.023,Neptune-like,2016,5.69,Earth,0.201,Jupiter,0.1502,0.0550308,0.0,Transit,np
Kepler-1408 b,1745.0,12.124,Terrestrial,2016,0.64,Earth,0.89,Earth,0.0425,0.008213553,0.0,Transit,mars
Kepler-1412 b,2465.0,13.347,Terrestrial,2016,0.498,Earth,0.83,Earth,0.0461,0.009856262,0.0,Transit,mars
Kepler-1413 b,3808.0,16.473,Super Earth,2016,3.97,Earth,1.82,Earth,0.1066,0.03613963,0.0,Transit,sat
Kepler-1415 b,3404.0,15.937,Super Earth,2016,2.21,Earth,1.29,Earth,0.0144,0.0016427105,0.0,Transit,sat
Kepler-1416 b,3098.0,14.369,Terrestrial,2016,0.615,Earth,0.88,Earth,0.0257,0.0041067763,0.0,Transit,mars
Kepler-1418 b,1628.0,15.461,Super Earth,2016,3.39,Earth,1.66,Earth,0.131,0.061601643,0.0,Transit,sat
Kepler-1419 b,4888.0,15.96,Neptune-like,2016,8.55,Earth,0.255,Jupiter,0.2391,0.11635866,0.0,Transit,np
Kepler-1420 b,3439.0,15.894,Super Earth,2016,2.18,Earth,1.28,Earth,0.0671,0.0183436,0.0,Transit,sat
Kepler-1421 b,2555.0,12.868,Terrestrial,2016,0.749,Earth,0.93,Earth,0.0762,0.01889117,0.0,Transit,mars
Kepler-1422 b,8044.0,15.741,Super Earth,2016,4.74,Earth,2.02,Earth,0.1499,0.050924025,0.0,Transit,sat
Kepler-1423 b,1465.0,14.721,Super Earth,2016,1.2,Earth,1.06,Earth,0.1586,0.06570842,0.0,Transit,sat
Kepler-1424 b,2158.0,13.756,Super Earth,2016,1.65,Earth,1.16,Earth,0.1861,0.08104038,0.0,Transit,sat
Kepler-1426 b,5538.0,15.464,Super Earth,2016,3.05,Earth,1.56,Earth,0.1187,0.039151266,0.0,Transit,sat
Kepler-1427 b,3980.0,15.601,Super Earth,2016,1.37,Earth,1.1,Earth,0.0197,0.0027378509,0.0,Transit,sat
Kepler-1428 b,4992.0,13.759,Super Earth,2016,3.33,Earth,1.64,Earth,0.1059,0.029295003,0.0,Transit,sat
Kepler-1429 b,3960.0,15.053,Super Earth,2016,2.21,Earth,1.29,Earth,0.055,0.0123203285,0.0,Transit,sat
Kepler-142 d,1790.0,13.277,Neptune-like,2014,5.31,Earth,2.16,Earth,0.242,0.11444216,0.0,Transit,np
Kepler-1431 b,5295.0,15.4,Super Earth,2016,2.76,Earth,1.47,Earth,0.0648,0.01615332,0.0,Transit,sat
Kepler-1432 b,7085.0,15.594,Neptune-like,2016,5.56,Earth,2.22,Earth,0.1696,0.065434635,0.0,Transit,np
Kepler-1433 b,4332.0,15.051,Super Earth,2016,3.05,Earth,1.56,Earth,0.0516,0.011225188,0.0,Transit,sat
Kepler-1435 b,2297.0,12.984,Terrestrial,2016,0.566,Earth,0.86,Earth,0.0546,0.0123203285,0.0,Transit,mars
Kepler-1436 b,8255.0,15.119,Super Earth,2016,2.27,Earth,1.31,Earth,0.0907,0.026557151,0.0,Transit,sat
Kepler-1437 b,6856.0,15.701,Super Earth,2016,2.45,Earth,1.37,Earth,0.0951,0.029842572,0.0,Transit,sat
Kepler-1438 b,3765.0,14.983,Terrestrial,2016,0.779,Earth,0.94,Earth,0.0346,0.0062970566,0.0,Transit,mars
Kepler-1439 b,735.0,17.0484,Super Earth,2016,2.73,Earth,1.46,Earth,0.0594,0.022176592,0.0,Transit,sat
Kepler-143 c,2640.0,13.882,Neptune-like,2014,11.3,Earth,0.301,Jupiter,0.181,0.07419576,0.0,Transit,np
Kepler-1440 b,3638.0,14.24,Super Earth,2016,2.13,Earth,1.26,Earth,0.2274,0.10924025,0.0,Transit,sat
Kepler-1441 b,3622.0,14.29,Super Earth,2016,2.27,Earth,1.31,Earth,0.2346,0.107871324,0.0,Transit,sat
Kepler-1444 b,1043.0,12.363,Neptune-like,2016,5.39,Earth,2.18,Earth,0.2015,0.091444224,0.0,Transit,np
Kepler-1445 b,1652.0,12.407,Terrestrial,2016,0.84,Earth,0.96,Earth,0.0948,0.02902122,0.0,Transit,mars
Kepler-1449 b,6545.0,15.142,Super Earth,2016,3.46,Earth,1.68,Earth,0.1176,0.03613963,0.0,Transit,sat
Kepler-1452 b,3250.0,13.215,Neptune-like,2016,7.75,Earth,0.241,Jupiter,0.2697,0.117453806,0.0,Transit,np
Kepler-1455 b,1167.0,16.06,Neptune-like,2016,5.31,Earth,2.16,Earth,0.2149,0.13497604,0.0,Transit,np
Kepler-1457 b,2903.0,14.066,Super Earth,2016,4.62,Earth,1.99,Earth,0.2668,0.13990417,0.0,Transit,sat
Kepler-1459 b,1486.0,14.893,Super Earth,2016,2.42,Earth,1.36,Earth,0.2829,0.17221081,0.0,Transit,sat
Kepler-145 c,1849.0,11.977,Gas Giant,2013,0.25,Jupiter,0.385,Jupiter,0.2578,0.117453806,0.11,Transit,jupi
Kepler-1460 b,1805.0,16.166,Super Earth,2016,4.5,Earth,1.96,Earth,0.1614,0.08213552,0.0,Transit,sat
Kepler-1461 b,2215.0,15.828,Super Earth,2016,4.78,Earth,2.03,Earth,0.1715,0.08021902,0.0,Transit,sat
Kepler-1463 b,5505.0,15.905,Super Earth,2016,4.12,Earth,1.86,Earth,0.1694,0.068993844,0.0,Transit,sat
Kepler-1464 c,3757.0,14.358,Terrestrial,2016,0.972,Earth,1.0,Earth,0.0548,0.01451061,0.0,Transit,mars
Kepler-1465 b,1173.0,14.724,Super Earth,2016,3.78,Earth,1.77,Earth,0.1939,0.087063655,0.0,Transit,sat
Kepler-1467 b,2782.0,15.83,Neptune-like,2016,10.9,Earth,0.294,Jupiter,0.2388,0.12895277,0.0,Transit,np
Kepler-1468 d,6195.0,15.111,Neptune-like,2021,11.1,Earth,0.297,Jupiter,0.1456,0.053661875,0.0,Transit,np
Kepler-1470 b,1927.0,15.252,Super Earth,2016,1.24,Earth,1.07,Earth,0.116,0.044626966,0.0,Transit,sat
Kepler-1471 b,3192.0,15.421,Super Earth,2016,2.57,Earth,1.41,Earth,0.0453,0.009856262,0.0,Transit,sat
Kepler-1472 b,4825.0,14.666,Super Earth,2016,4.27,Earth,1.9,Earth,0.2322,0.104312114,0.0,Transit,sat
Kepler-1473 b,2128.0,13.486,Super Earth,2016,1.81,Earth,1.19,Earth,0.116,0.03942505,0.0,Transit,sat
Kepler-1474 b,3852.0,15.35,Neptune-like,2016,5.31,Earth,2.16,Earth,0.2108,0.099657774,0.0,Transit,np
Kepler-1475 b,5116.0,15.36,Neptune-like,2016,8.85,Earth,0.261,Jupiter,0.373,0.22505133,0.0,Transit,np
Kepler-1476 b,3271.0,15.574,Super Earth,2016,3.43,Earth,1.67,Earth,0.0932,0.028473647,0.0,Transit,sat
Kepler-1477 b,2221.0,14.72,Super Earth,2016,1.76,Earth,1.18,Earth,0.0911,0.03175907,0.0,Transit,sat
Kepler-1478 b,6020.0,15.409,Super Earth,2016,3.64,Earth,1.73,Earth,0.1681,0.07145791,0.0,Transit,sat
Kepler-1479 b,2377.0,13.914,Super Earth,2016,4.01,Earth,1.83,Earth,0.1173,0.039698835,0.0,Transit,sat
Kepler-147 c,3399.0,14.134,Neptune-like,2014,6.48,Earth,0.217,Jupiter,0.216,0.091444224,0.0,Transit,np
Kepler-1480 b,1634.0,14.703,Super Earth,2016,3.43,Earth,1.67,Earth,0.1525,0.060506504,0.0,Transit,sat
Kepler-1483 b,4155.0,14.52,Super Earth,2016,2.92,Earth,1.52,Earth,0.0958,0.026009582,0.0,Transit,sat
Kepler-1484 b,9394.0,15.351,Neptune-like,2016,5.1,Earth,2.11,Earth,0.1939,0.083504446,0.0,Transit,np
Kepler-1485 b,2008.0,13.411,Super Earth,2016,2.76,Earth,1.47,Earth,0.1467,0.05448323,0.0,Transit,sat
Kepler-1486 b,5771.0,15.317,Neptune-like,2016,5.99,Earth,0.207,Jupiter,0.2846,0.14948665,0.0,Transit,np
Kepler-1487 b,3310.0,13.6,Neptune-like,2016,5.18,Earth,2.13,Earth,0.0898,0.019986311,0.0,Transit,np
Kepler-1489 b,4185.0,14.983,Super Earth,2016,3.78,Earth,1.77,Earth,0.3679,0.22532512,0.0,Transit,sat
Kepler-1491 b,6738.0,15.796,Super Earth,2016,2.89,Earth,1.51,Earth,0.127,0.045448326,0.0,Transit,sat
Kepler-1492 b,1082.0,14.689,Super Earth,2016,2.83,Earth,1.49,Earth,0.1262,0.04599589,0.0,Transit,sat
Kepler-1493 b,1811.0,13.7192,Super Earth,2016,2.57,Earth,1.41,Earth,0.1197,0.04106776,0.0,Transit,sat
Kepler-1494 b,4193.0,15.372,Neptune-like,2016,9.64,Earth,0.274,Jupiter,0.3982,0.2494182,0.0,Transit,np
Kepler-1495 b,4422.0,15.494,Neptune-like,2016,8.96,Earth,0.262,Jupiter,0.3677,0.23353869,0.0,Transit,np
Kepler-1496 b,4266.0,14.832,Neptune-like,2016,5.56,Earth,2.22,Earth,0.3211,0.17713894,0.0,Transit,np
Kepler-1498 b,2414.0,15.352,Super Earth,2016,2.33,Earth,1.33,Earth,0.2528,0.13169062,0.0,Transit,sat
Kepler-1499 b,1011.0,13.676,Super Earth,2016,1.81,Earth,1.19,Earth,0.2196,0.12101301,0.0,Transit,sat
Kepler-149 d,1863.0,14.152,Neptune-like,2014,14.9,Earth,0.353,Jupiter,0.571,0.4380561,0.0,Transit,np
Kepler-14 b,2603.0,12.003,Gas Giant,2011,8.4,Jupiter,1.136,Jupiter,0.0771,0.018617386,0.04,Transit,jupi
Kepler-1500 b,3973.0,14.728,Super Earth,2016,1.87,Earth,1.2,Earth,0.1236,0.04106776,0.0,Transit,sat
Kepler-1501 b,2443.0,13.683,Super Earth,2016,3.05,Earth,1.56,Earth,0.1228,0.039972622,0.0,Transit,sat
Kepler-1502 b,4939.0,14.18,Neptune-like,2016,10.2,Earth,0.284,Jupiter,0.2482,0.11416838,0.0,Transit,np
Kepler-1503 b,3998.0,15.892,Neptune-like,2016,5.77,Earth,0.203,Jupiter,0.3771,0.26338124,0.0,Transit,np
Kepler-1504 b,7946.0,15.883,Neptune-like,2016,5.18,Earth,2.13,Earth,0.3704,0.22532512,0.0,Transit,np
Kepler-1505 b,1615.0,13.043,Terrestrial,2016,0.749,Earth,0.93,Earth,0.1862,0.08459959,0.0,Transit,mars
Kepler-1506 b,7718.0,15.836,Super Earth,2016,2.3,Earth,1.32,Earth,0.1168,0.03832991,0.0,Transit,sat
Kepler-1507 b,1045.0,13.267,Terrestrial,2016,0.52,Earth,0.84,Earth,0.1234,0.044079397,0.0,Transit,mars
Kepler-1508 b,4111.0,14.561,Super Earth,2016,2.33,Earth,1.33,Earth,0.1629,0.056673512,0.0,Transit,sat
Kepler-1509 b,6534.0,15.455,Super Earth,2016,4.08,Earth,1.85,Earth,0.1707,0.06954141,0.0,Transit,sat
Kepler-150 f,2907.0,15.161,Neptune-like,2017,12.9,Earth,0.325,Jupiter,1.24,1.7,0.0,Transit,np
Kepler-1510 b,5533.0,15.315,Neptune-like,2016,11.2,Earth,0.3,Jupiter,0.4089,0.23189595,0.0,Transit,np
Kepler-1511 b,4813.0,13.564,Super Earth,2016,3.46,Earth,1.68,Earth,0.1753,0.06351814,0.0,Transit,sat
Kepler-1513 b,1139.0,13.071,Gas Giant,2016,0.17,Jupiter,0.755,Jupiter,0.5416,0.44052017,0.0,Transit,jupi
Kepler-1514 c,1296.0,11.766,Super Earth,2020,1.74,Earth,1.176,Earth,0.0997,0.028747434,0.32,Transit,sat
Kepler-1516 b,4433.0,14.65,Super Earth,2016,3.71,Earth,1.75,Earth,0.0718,0.019986311,0.0,Transit,sat
Kepler-1518 b,2947.0,13.374,Neptune-like,2016,9.53,Earth,0.272,Jupiter,0.0593,0.013963039,0.0,Transit,np
Kepler-1519 b,4703.0,15.124,Gas Giant,2016,39.6,Earth,0.63,Jupiter,0.7655,0.65927446,0.0,Transit,jupi
Kepler-151 c,2120.0,14.957,Super Earth,2014,5.02,Earth,2.09,Earth,0.16,0.06762492,0.0,Transit,sat
Kepler-1520 b,1983.0,16.002,Neptune-like,2016,28.1,Earth,0.515,Jupiter,0.0129,0.0019164955,0.0,Transit,np
Kepler-1521 b,675.0,13.049,Neptune-like,2016,6.8,Earth,0.223,Jupiter,0.2317,0.12895277,0.0,Transit,np
Kepler-1522 b,2656.0,14.357,Super Earth,2016,3.64,Earth,1.73,Earth,0.0288,0.004928131,0.0,Transit,sat
Kepler-1524 b,1245.0,12.802,Neptune-like,2016,12.3,Earth,0.316,Jupiter,0.3392,0.1943874,0.0,Transit,np
Kepler-1526 b,1812.0,15.935,Neptune-like,2016,6.48,Earth,0.217,Jupiter,0.0418,0.010677618,0.0,Transit,np
Kepler-1527 b,6009.0,15.161,Neptune-like,2016,20.4,Earth,0.426,Jupiter,0.6276,0.43832994,0.0,Transit,np
Kepler-1529 b,2156.0,15.297,Neptune-like,2016,5.06,Earth,2.1,Earth,0.0525,0.01451061,0.0,Transit,np
Kepler-152 c,1439.0,14.379,Neptune-like,2014,6.3,Earth,0.213,Jupiter,0.356,0.24175224,0.0,Transit,np
Kepler-1531 b,2174.0,13.202,Super Earth,2016,1.41,Earth,1.11,Earth,0.022,0.003011636,0.0,Transit,sat
Kepler-1532 b,2604.0,15.293,Super Earth,2016,2.39,Earth,1.35,Earth,0.0206,0.003011636,0.0,Transit,sat
Kepler-1534 b,3611.0,16.429,Super Earth,2016,4.23,Earth,1.89,Earth,0.0599,0.015605749,0.0,Transit,sat
Kepler-1536 b,1263.0,15.464,Neptune-like,2016,10.0,Earth,0.28,Jupiter,0.8507,0.9987679,0.0,Transit,np
Kepler-1537 b,1687.0,14.827,Super Earth,2016,1.76,Earth,1.18,Earth,0.0245,0.003832991,0.0,Transit,sat
Kepler-153 c,1498.0,14.388,Neptune-like,2014,6.94,Earth,0.226,Jupiter,0.237,0.12840521,0.0,Transit,np
Kepler-1540 b,799.0,14.429,Neptune-like,2016,6.76,Earth,0.222,Jupiter,0.4426,0.34332648,0.0,Transit,np
Kepler-1541 b,1359.0,13.944,Super Earth,2016,1.65,Earth,1.16,Earth,0.0781,0.022997946,0.0,Transit,sat
Kepler-1543 b,3007.0,13.495,Neptune-like,2016,7.8,Earth,0.242,Jupiter,0.0867,0.019164955,0.0,Transit,np
Kepler-1546 b,3040.0,15.596,Neptune-like,2016,9.96,Earth,0.279,Jupiter,0.1366,0.053661875,0.0,Transit,np
Kepler-1548 b,2845.0,15.324,Neptune-like,2016,7.46,Earth,0.236,Jupiter,0.4679,0.34168378,0.0,Transit,np
Kepler-1549 b,2620.0,15.353,Neptune-like,2016,7.13,Earth,0.229,Jupiter,0.6687,0.5883641,0.0,Transit,np
Kepler-154 f,2985.0,14.646,Super Earth,2016,2.86,Earth,1.5,Earth,0.0871,0.027104722,0.0,Transit,sat
Kepler-1550 b,3846.0,15.107,Neptune-like,2016,9.38,Earth,0.269,Jupiter,0.7681,0.61765915,0.0,Transit,np
Kepler-1551 b,4775.0,15.371,Neptune-like,2016,7.56,Earth,0.237,Jupiter,0.1772,0.067077346,0.0,Transit,np
Kepler-1553 b,2259.0,15.251,Super Earth,2016,1.6,Earth,1.15,Earth,0.0481,0.011498973,0.0,Transit,sat
Kepler-1554 b,3089.0,15.93,Neptune-like,2016,8.75,Earth,0.259,Jupiter,0.6314,0.54236823,0.0,Transit,np
Kepler-1555 b,6567.0,15.425,Super Earth,2016,3.22,Earth,1.61,Earth,0.0805,0.022176592,0.0,Transit,sat
Kepler-1557 b,4502.0,15.383,Super Earth,2016,2.96,Earth,1.53,Earth,0.049,0.010130048,0.0,Transit,sat
Kepler-1558 b,1063.0,13.809,Terrestrial,2016,0.244,Earth,0.68,Earth,0.0419,0.009582478,0.0,Transit,mars
Kepler-1559 b,2006.0,14.549,Terrestrial,2016,0.299,Earth,0.72,Earth,0.018,0.0027378509,0.0,Transit,mars
Kepler-155 c,957.0,14.654,Neptune-like,2014,5.65,Earth,0.2,Jupiter,0.242,0.14428474,0.0,Transit,np
Kepler-1560 b,1639.0,13.505,Terrestrial,2016,0.64,Earth,0.89,Earth,0.0397,0.008213553,0.0,Transit,mars
Kepler-1561 b,2737.0,14.734,Super Earth,2016,1.32,Earth,1.09,Earth,0.0194,0.0027378509,0.0,Transit,sat
Kepler-1562 b,6722.0,15.303,Neptune-like,2016,12.3,Earth,0.317,Jupiter,0.3308,0.17604381,0.0,Transit,np
Kepler-1563 b,2012.0,13.696,Terrestrial,2016,0.347,Earth,0.75,Earth,0.0442,0.009308693,0.0,Transit,mars
Kepler-1565 b,2055.0,15.381,Super Earth,2016,1.81,Earth,1.19,Earth,0.0241,0.0041067763,0.0,Transit,sat
Kepler-1567 b,3934.0,15.92,Neptune-like,2016,7.9,Earth,0.244,Jupiter,0.552,0.421629,0.0,Transit,np
Kepler-1568 b,2989.0,14.138,Super Earth,2016,2.24,Earth,1.3,Earth,0.1499,0.05722108,0.0,Transit,sat
Kepler-1569 b,3084.0,14.123,Super Earth,2016,3.46,Earth,1.68,Earth,0.0654,0.015879534,0.0,Transit,sat
Kepler-156 c,1447.0,14.339,Neptune-like,2014,7.04,Earth,0.227,Jupiter,0.117,0.043531828,0.0,Transit,np
Kepler-1570 b,2998.0,14.242,Super Earth,2016,1.24,Earth,1.07,Earth,0.1784,0.072553046,0.0,Transit,sat
Kepler-1571 b,2203.0,13.975,Super Earth,2016,2.92,Earth,1.52,Earth,0.0432,0.009308693,0.0,Transit,sat
Kepler-1573 b,4747.0,15.304,Super Earth,2016,1.87,Earth,1.2,Earth,0.0364,0.007118412,0.0,Transit,sat
Kepler-1574 b,4515.0,15.188,Super Earth,2016,2.21,Earth,1.29,Earth,0.0743,0.01889117,0.0,Transit,sat
Kepler-1575 b,4067.0,15.53,Super Earth,2016,2.27,Earth,1.31,Earth,0.0366,0.007118412,0.0,Transit,sat
Kepler-1577 b,1664.0,15.228,Super Earth,2016,1.51,Earth,1.13,Earth,0.0657,0.017248461,0.0,Transit,sat
Kepler-1578 b,3471.0,15.585,Super Earth,2016,1.12,Earth,1.04,Earth,0.0252,0.0041067763,0.0,Transit,sat
Kepler-1579 b,1520.0,15.49,Terrestrial,2016,0.52,Earth,0.84,Earth,0.014,0.0021902807,0.0,Transit,mars
Kepler-157 d,2524.0,14.206,Super Earth,2016,2.73,Earth,1.46,Earth,0.0698,0.019164955,0.0,Transit,sat
Kepler-1581 b,1609.0,12.442,Terrestrial,2016,0.437,Earth,0.8,Earth,0.0674,0.017248461,0.0,Transit,mars
Kepler-1582 b,257.0,17.96,Super Earth,2016,2.83,Earth,1.49,Earth,0.0316,0.013141684,0.0,Transit,sat
Kepler-1583 b,1318.0,12.976,Terrestrial,2016,0.156,Earth,0.6,Earth,0.085,0.025462013,0.0,Transit,mars
Kepler-1586 b,1802.0,13.278,Super Earth,2016,2.92,Earth,1.52,Earth,0.1266,0.042710472,0.0,Transit,sat
Kepler-1588 b,3015.0,13.94,Terrestrial,2016,0.363,Earth,0.76,Earth,0.0726,0.021355236,0.0,Transit,mars
Kepler-1589 b,4936.0,15.074,Super Earth,2016,1.32,Earth,1.09,Earth,0.0205,0.0027378509,0.0,Transit,sat
Kepler-158 c,1028.0,14.743,Super Earth,2014,4.27,Earth,1.9,Earth,0.158,0.07830253,0.0,Transit,sat
Kepler-1591 b,4631.0,14.846,Super Earth,2016,2.15,Earth,1.27,Earth,0.0794,0.022450376,0.0,Transit,sat
Kepler-1592 b,5348.0,14.94,Super Earth,2016,2.99,Earth,1.54,Earth,0.04,0.008487337,0.0,Transit,sat
Kepler-1594 b,3187.0,14.951,Super Earth,2016,1.2,Earth,1.06,Earth,0.0396,0.0073921974,0.0,Transit,sat
Kepler-1595 b,2756.0,15.508,Super Earth,2016,2.04,Earth,1.23,Earth,0.051,0.012594113,0.0,Transit,sat
Kepler-1596 b,7001.0,15.632,Super Earth,2016,4.27,Earth,1.9,Earth,0.3237,0.1817933,0.0,Transit,sat
Kepler-1597 b,3983.0,14.257,Super Earth,2016,1.2,Earth,1.06,Earth,0.0427,0.007939767,0.0,Transit,sat
Kepler-1599 b,4333.0,14.97,Super Earth,2016,3.26,Earth,1.62,Earth,0.4823,0.33511293,0.0,Transit,sat
Kepler-159 c,1219.0,15.386,Neptune-like,2014,11.5,Earth,0.304,Jupiter,0.218,0.11937029,0.0,Transit,np
Kepler-15 b,2412.0,13.81,Gas Giant,2011,0.66,Jupiter,0.96,Jupiter,0.05714,0.013415469,0.06,Transit,jupi
Kepler-1600 c,3363.0,16.076,Super Earth,2021,4.43,Earth,1.942,Earth,0.0689,0.019986311,0.0,Transit,sat
Kepler-1601 b,2102.0,13.842,Terrestrial,2016,0.477,Earth,0.82,Earth,0.0336,0.006023272,0.0,Transit,mars
Kepler-1602 b,2054.0,13.362,Super Earth,2016,2.36,Earth,1.34,Earth,0.1074,0.030663928,0.0,Transit,sat
Kepler-1603 b,8848.0,15.397,Super Earth,2016,2.21,Earth,1.29,Earth,0.0351,0.0062970566,0.0,Transit,sat
Kepler-1604 b,1765.0,15.224,Super Earth,2016,2.57,Earth,1.41,Earth,0.0089,0.0019164955,0.0,Transit,sat
Kepler-1605 b,1782.0,12.592,Super Earth,2016,1.28,Earth,1.08,Earth,0.3912,0.23490761,0.0,Transit,sat
Kepler-1606 b,2712.0,15.396,Super Earth,2016,4.94,Earth,2.07,Earth,0.6421,0.5377139,0.0,Transit,sat
Kepler-1607 b,4195.0,13.969,Terrestrial,2016,0.721,Earth,0.92,Earth,0.1075,0.037234772,0.0,Transit,mars
Kepler-1608 b,2714.0,16.265,Super Earth,2016,3.64,Earth,1.73,Earth,0.1126,0.04517454,0.0,Transit,sat
Kepler-160 c,3057.0,14.816,Neptune-like,2014,13.6,Earth,0.335,Jupiter,0.1192,0.037508555,0.0,Transit,np
Kepler-1610 b,2819.0,16.077,Super Earth,2016,3.22,Earth,1.61,Earth,0.0777,0.023819301,0.0,Transit,sat
Kepler-1611 b,2963.0,14.627,Terrestrial,2016,0.457,Earth,0.81,Earth,0.0586,0.014236824,0.0,Transit,mars
Kepler-1612 b,2495.0,14.936,Super Earth,2016,1.08,Earth,1.03,Earth,0.0482,0.010677618,0.0,Transit,sat
Kepler-1613 b,4920.0,14.192,Super Earth,2016,4.98,Earth,2.08,Earth,0.0264,0.0041067763,0.0,Transit,sat
Kepler-1614 b,3886.0,16.01,Super Earth,2016,2.83,Earth,1.49,Earth,0.0471,0.010677618,0.0,Transit,sat
Kepler-1616 b,3712.0,13.491,Super Earth,2016,1.04,Earth,1.02,Earth,0.0761,0.018617386,0.0,Transit,sat
Kepler-1619 b,2397.0,13.438,Terrestrial,2016,0.363,Earth,0.76,Earth,0.1611,0.06461328,0.0,Transit,mars
Kepler-1620 b,2920.0,13.69,Super Earth,2016,3.22,Earth,1.61,Earth,0.4322,0.27926078,0.0,Transit,sat
Kepler-1621 b,5322.0,15.151,Neptune-like,2016,5.31,Earth,2.16,Earth,0.4204,0.25270364,0.0,Transit,np
Kepler-1622 b,2598.0,13.437,Super Earth,2016,2.76,Earth,1.47,Earth,0.0994,0.02956879,0.0,Transit,sat
Kepler-1623 b,2732.0,15.205,Super Earth,2016,2.27,Earth,1.31,Earth,0.0518,0.012046544,0.0,Transit,sat
Kepler-1625 b,7536.0,16.227,Neptune-like,2016,30.6,Earth,0.541,Jupiter,0.8748,0.7868583,0.0,Transit,np
Kepler-1626 b,4465.0,14.357,Super Earth,2016,4.74,Earth,2.02,Earth,0.0537,0.011225188,0.0,Transit,sat
Kepler-1627 b,1035.0,13.111,Neptune-like,2016,13.2,Earth,0.329,Jupiter,0.0643,0.019712524,0.0,Transit,np
Kepler-162 c,2791.0,14.351,Neptune-like,2014,9.43,Earth,0.27,Jupiter,0.137,0.053114302,0.0,Transit,np
Kepler-1630 b,1080.0,14.278,Neptune-like,2016,5.43,Earth,2.19,Earth,1.1218,1.4,0.0,Transit,np
Kepler-1631 b,4260.0,15.673,Super Earth,2016,2.39,Earth,1.35,Earth,0.0511,0.011225188,0.0,Transit,sat
Kepler-1632 b,2338.0,13.22,Neptune-like,2016,6.66,Earth,0.22,Jupiter,0.6762,1.2273785,0.0,Transit,np
Kepler-1633 b,3637.0,13.516,Super Earth,2016,3.12,Earth,1.58,Earth,0.3875,0.5103354,0.0,Transit,sat
Kepler-1635 b,3489.0,15.82,Neptune-like,2016,12.9,Earth,0.325,Jupiter,1.117,1.2856947,0.0,Transit,np
Kepler-1636 b,6353.0,15.807,Neptune-like,2016,10.5,Earth,0.288,Jupiter,1.1546,1.1649555,0.0,Transit,np
Kepler-1637 b,1850.0,13.375,Terrestrial,2016,0.64,Earth,0.89,Earth,0.0596,0.01670089,0.0,Transit,mars
Kepler-1638 b,4976.0,14.769,Super Earth,2016,4.16,Earth,1.87,Earth,0.745,0.7099247,0.0,Transit,sat
Kepler-1639 b,3364.0,14.593,Neptune-like,2016,7.18,Earth,0.23,Jupiter,0.0932,0.027104722,0.0,Transit,np
Kepler-163 c,2250.0,14.467,Neptune-like,2014,5.73,Earth,0.202,Jupiter,0.152,0.05831622,0.0,Transit,np
Kepler-1640 b,6067.0,14.754,Neptune-like,2016,20.7,Earth,0.43,Jupiter,0.0836,0.020807665,0.0,Transit,np
Kepler-1642 c,1350.0,14.319,Neptune-like,2016,7.56,Earth,0.237,Jupiter,0.0678,0.0183436,0.0,Transit,np
Kepler-1645 b,3922.0,14.566,Super Earth,2016,3.82,Earth,1.78,Earth,0.1285,0.044353183,0.0,Transit,sat
Kepler-1646 b,416.0,16.8419,Super Earth,2016,2.04,Earth,1.23,Earth,0.0295,0.0123203285,0.0,Transit,sat
Kepler-1647 b,3955.0,13.668,Gas Giant,2016,1.51968,Jupiter,1.059,Jupiter,2.7205,3.0,0.06,Transit,jupi
Kepler-1649 c,301.0,17.95,Super Earth,2020,1.2,Earth,1.06,Earth,0.0649,0.05338809,0.0,Transit,sat
Kepler-164 d,2906.0,14.379,Neptune-like,2014,6.57,Earth,0.219,Jupiter,0.187,0.07939767,0.0,Transit,np
Kepler-1651 b,217.0,13.86,Super Earth,2017,4.04,Earth,1.84,Earth,0.0692,0.027104722,0.13,Transit,sat
Kepler-1652 b,822.0,16.86,Super Earth,2017,3.19,Earth,1.6,Earth,0.1654,0.104312114,0.0,Transit,sat
Kepler-1653 b,2463.0,15.864,Neptune-like,2017,5.35,Earth,2.17,Earth,0.4706,0.38412046,0.0,Transit,np
