name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,icon
Kepler-1116 b,3290.0,15.424,Neptune-like,2016,6.99,Earth,0.227,Jupiter,0.233,0.11416838,0.0,Transit,np
Kepler-1118 b,2898.0,15.238,Neptune-like,2016,7.95,Earth,0.244,Jupiter,0.2079,0.105954826,0.0,Transit,np
Kepler-1119 b,5732.0,15.296,Super Earth,2016,4.35,Earth,1.92,Earth,0.0812,0.022724163,0.0,Transit,sat
Kepler-111 c,2144.0,13.543,Gas Giant,2014,0.132,Jupiter,0.651,Jupiter,0.761,0.61546886,0.0,Transit,jupi
Kepler-1120 b,2007.0,15.494,Super Earth,2016,2.48,Earth,1.38,Earth,0.0369,0.007939767,0.0,Transit,sat
Kepler-1121 b,1572.0,12.144,Super Earth,2016,4.31,Earth,1.91,Earth,0.1187,0.03613963,0.0,Transit,sat
Kepler-1122 b,4014.0,15.405,Super Earth,2016,4.82,Earth,2.04,Earth,0.2315,0.11553731,0.0,Transit,sat
Kepler-1125 b,6561.0,15.042,Super Earth,2016,4.04,Earth,1.84,Earth,0.1348,0.048459962,0.0,Transit,sat
Kepler-1126 b,2074.0,14.221,Super Earth,2016,3.64,Earth,1.73,Earth,0.4126,0.2973306,0.0,Transit,sat
Kepler-1129 c,3862.0,15.661,Neptune-like,2016,7.9,Earth,0.244,Jupiter,0.3528,0.20944558,0.0,Transit,np
Kepler-1135 b,4288.0,14.545,Super Earth,2016,4.08,Earth,1.85,Earth,0.3436,0.2108145,0.0,Transit,sat
Kepler-1136 b,1603.0,16.037,Super Earth,2016,3.33,Earth,1.64,Earth,0.0299,0.006570842,0.0,Transit,sat
Kepler-113 c,856.0,13.655,Neptune-like,2014,8.7,Earth,2.18,Earth,0.0763,0.02436687,0.0,Transit,np
Kepler-1141 b,1284.0,12.403,Terrestrial,2016,0.477,Earth,0.82,Earth,0.0345,0.0062970566,0.0,Transit,mars
Kepler-1142 b,4154.0,14.505,Super Earth,2016,2.76,Earth,1.47,Earth,0.1343,0.050102666,0.0,Transit,sat
Kepler-1144 b,3721.0,14.943,Super Earth,2016,4.62,Earth,1.99,Earth,0.1291,0.04681725,0.0,Transit,sat
Kepler-1145 b,2257.0,15.471,Super Earth,2016,2.54,Earth,1.4,Earth,0.0443,0.0109514035,0.0,Transit,sat
Kepler-1146 b,2293.0,15.953,Super Earth,2016,2.04,Earth,1.23,Earth,0.0325,0.006570842,0.0,Transit,sat
Kepler-1147 b,5406.0,15.613,Neptune-like,2016,7.32,Earth,0.233,Jupiter,0.0961,0.02902122,0.0,Transit,np
Kepler-1148 b,2041.0,15.533,Super Earth,2016,3.5,Earth,1.69,Earth,0.0188,0.003011636,0.0,Transit,sat
Kepler-1149 b,3972.0,15.146,Super Earth,2016,2.67,Earth,1.44,Earth,0.0473,0.010130048,0.0,Transit,sat
Kepler-1150 b,1169.0,14.748,Super Earth,2016,1.04,Earth,1.02,Earth,0.0382,0.007665982,0.0,Transit,sat
Kepler-1154 c,4763.0,14.953,Neptune-like,2016,6.17,Earth,0.211,Jupiter,0.0875,0.023271732,0.0,Transit,np
Kepler-1155 b,3682.0,14.799,Super Earth,2016,4.78,Earth,2.03,Earth,0.2006,0.091718,0.0,Transit,sat
Kepler-1156 b,2255.0,14.262,Super Earth,2016,2.3,Earth,1.32,Earth,0.0994,0.032580424,0.0,Transit,sat
Kepler-115 c,2034.0,13.545,Neptune-like,2014,7.27,Earth,0.232,Jupiter,0.087,0.024640657,0.0,Transit,np
Kepler-1160 b,3515.0,16.006,Neptune-like,2016,5.22,Earth,2.14,Earth,0.0755,0.021902807,0.0,Transit,np
Kepler-1161 b,1787.0,16.163,Neptune-like,2016,5.18,Earth,2.13,Earth,0.0784,0.029295003,0.0,Transit,np
Kepler-1162 b,3067.0,15.749,Neptune-like,2016,5.52,Earth,2.21,Earth,0.19,0.08925393,0.0,Transit,np
Kepler-1163 b,1561.0,12.208,Super Earth,2016,1.08,Earth,1.03,Earth,0.0685,0.01670089,0.0,Transit,sat
Kepler-116 c,3116.0,13.744,Neptune-like,2014,5.9,Earth,0.205,Jupiter,0.116,0.035865847,0.0,Transit,np
Kepler-1171 b,1869.0,11.647,Neptune-like,2016,7.08,Earth,0.228,Jupiter,0.0284,0.003832991,0.0,Transit,np
Kepler-1172 b,4262.0,16.083,Neptune-like,2016,10.3,Earth,0.285,Jupiter,0.168,0.07118412,0.0,Transit,np
Kepler-1173 b,1230.0,13.896,Terrestrial,2016,0.64,Earth,0.89,Earth,0.0157,0.0021902807,0.0,Transit,mars
Kepler-1174 b,4595.0,14.271,Super Earth,2016,3.15,Earth,1.59,Earth,0.0732,0.01889117,0.0,Transit,sat
Kepler-1176 b,2821.0,15.27,Neptune-like,2016,6.57,Earth,0.219,Jupiter,0.1589,0.066255994,0.0,Transit,np
Kepler-1178 b,1573.0,14.212,Super Earth,2016,1.24,Earth,1.07,Earth,0.1596,0.087063655,0.0,Transit,sat
Kepler-117 c,4748.0,14.282,Gas Giant,2014,1.84,Jupiter,1.101,Jupiter,0.2804,0.13908282,0.03,Transit,jupi
Kepler-1180 b,5209.0,15.081,Super Earth,2016,4.62,Earth,1.99,Earth,0.1246,0.046269678,0.0,Transit,sat
Kepler-1181 b,3061.0,13.549,Super Earth,2016,3.09,Earth,1.57,Earth,0.0621,0.013415469,0.0,Transit,sat
Kepler-1182 b,5041.0,15.742,Neptune-like,2016,6.39,Earth,0.215,Jupiter,0.0981,0.030663928,0.0,Transit,np
Kepler-1183 b,6260.0,15.968,Neptune-like,2016,8.35,Earth,0.252,Jupiter,0.1793,0.078028746,0.0,Transit,np
Kepler-1184 b,3777.0,14.99,Neptune-like,2016,7.65,Earth,0.239,Jupiter,0.2863,0.1467488,0.0,Transit,np
Kepler-1186 b,4362.0,15.367,Neptune-like,2016,5.6,Earth,2.23,Earth,0.1281,0.044079397,0.0,Transit,np
Kepler-1187 b,3329.0,14.73,Neptune-like,2016,7.32,Earth,0.233,Jupiter,0.1401,0.051745377,0.0,Transit,np
Kepler-1188 b,5602.0,14.941,Super Earth,2016,4.98,Earth,2.08,Earth,0.135,0.04681725,0.0,Transit,sat
Kepler-1189 b,2554.0,14.463,Super Earth,2016,3.78,Earth,1.77,Earth,0.0467,0.010403832,0.0,Transit,sat
Kepler-1190 b,1117.0,14.665,Super Earth,2016,2.33,Earth,1.33,Earth,0.0845,0.028747434,0.0,Transit,sat
Kepler-1191 b,3117.0,15.319,Super Earth,2016,2.89,Earth,1.51,Earth,0.0587,0.015331964,0.0,Transit,sat
Kepler-1194 b,2471.0,14.31,Super Earth,2016,2.89,Earth,1.51,Earth,0.1212,0.044353183,0.0,Transit,sat
Kepler-1195 b,2996.0,16.003,Super Earth,2016,4.98,Earth,2.08,Earth,0.0726,0.023271732,0.0,Transit,sat
Kepler-1197 b,1588.0,15.346,Super Earth,2016,2.1,Earth,1.25,Earth,0.0283,0.0054757018,0.0,Transit,sat
Kepler-1198 b,2424.0,14.986,Super Earth,2016,2.76,Earth,1.47,Earth,0.0732,0.021081451,0.0,Transit,sat
Kepler-1199 b,1838.0,13.173,Super Earth,2016,1.6,Earth,1.15,Earth,0.1152,0.04106776,0.0,Transit,sat
Kepler-119 c,2290.0,14.375,Terrestrial,2014,0.721,Earth,0.92,Earth,0.049,0.011225188,0.0,Transit,mars
Kepler-11 g,2108.0,13.817,Neptune-like,2010,25.0,Earth,0.297,Jupiter,0.466,0.32416153,0.15,Transit,np
Kepler-1200 b,1920.0,16.06,Super Earth,2016,1.2,Earth,1.06,Earth,0.0188,0.003011636,0.0,Transit,sat
Kepler-1201 b,3080.0,14.765,Neptune-like,2016,5.86,Earth,0.204,Jupiter,0.1183,0.04161533,0.0,Transit,np
Kepler-1203 b,1034.0,15.385,Super Earth,2016,1.2,Earth,1.06,Earth,0.0114,0.0016427105,0.0,Transit,sat
Kepler-1204 b,3834.0,15.45,Neptune-like,2016,9.53,Earth,0.272,Jupiter,0.3877,0.2346338,0.0,Transit,np
Kepler-1207 b,5722.0,14.595,Super Earth,2016,3.26,Earth,1.62,Earth,0.1156,0.037508555,0.0,Transit,sat
Kepler-1208 b,2692.0,16.256,Neptune-like,2016,5.99,Earth,0.207,Jupiter,0.0901,0.030390145,0.0,Transit,np
Kepler-1209 b,1649.0,12.554,Super Earth,2016,2.89,Earth,1.51,Earth,0.18,0.06954141,0.0,Transit,sat
Kepler-120 c,1268.0,14.995,Super Earth,2014,2.96,Earth,1.53,Earth,0.088,0.03504449,0.0,Transit,sat
Kepler-1210 b,3838.0,15.649,Super Earth,2016,3.53,Earth,1.7,Earth,0.0753,0.022176592,0.0,Transit,sat
Kepler-1211 b,5958.0,16.016,Neptune-like,2016,7.04,Earth,0.227,Jupiter,0.0985,0.030116359,0.0,Transit,np
Kepler-1212 b,4295.0,15.133,Neptune-like,2016,5.22,Earth,2.14,Earth,0.1082,0.035318274,0.0,Transit,np
Kepler-1214 b,2379.0,15.459,Neptune-like,2016,6.17,Earth,0.211,Jupiter,0.128,0.05147159,0.0,Transit,np
Kepler-1216 b,4105.0,15.262,Super Earth,2016,2.51,Earth,1.39,Earth,0.0519,0.012046544,0.0,Transit,sat
Kepler-1218 b,2742.0,13.73,Super Earth,2016,2.67,Earth,1.44,Earth,0.1564,0.062696785,0.0,Transit,sat
Kepler-1219 b,2873.0,12.339,Neptune-like,2016,5.14,Earth,2.12,Earth,0.1418,0.044079397,0.0,Transit,np
Kepler-121 c,1665.0,14.904,Neptune-like,2014,5.77,Earth,0.203,Jupiter,0.216,0.112251885,0.0,Transit,np
Kepler-1220 b,3138.0,15.194,Super Earth,2016,2.92,Earth,1.52,Earth,0.0734,0.020260096,0.0,Transit,sat
Kepler-1221 b,2980.0,15.909,Super Earth,2016,4.19,Earth,1.88,Earth,0.0906,0.03285421,0.0,Transit,sat
Kepler-1222 b,1354.0,14.21,Terrestrial,2016,0.418,Earth,0.79,Earth,0.0282,0.005201916,0.0,Transit,mars
Kepler-1223 b,1500.0,14.911,Super Earth,2016,1.98,Earth,1.22,Earth,0.1186,0.044626966,0.0,Transit,sat
Kepler-1224 b,1825.0,12.926,Super Earth,2016,2.33,Earth,1.33,Earth,0.1165,0.036413416,0.0,Transit,sat
Kepler-1225 b,4396.0,14.819,Super Earth,2016,3.97,Earth,1.82,Earth,0.0771,0.019164955,0.0,Transit,sat
Kepler-1226 b,3672.0,14.324,Super Earth,2016,2.7,Earth,1.45,Earth,0.1361,0.047364816,0.0,Transit,sat
Kepler-1229 b,866.0,16.124,Super Earth,2016,2.54,Earth,1.4,Earth,0.3006,0.23764546,0.0,Transit,sat
Kepler-122 f,3352.0,14.403,Super Earth,2014,36.0,Earth,1.75,Earth,0.287,0.154141,0.0,Transit Timing Variations,sat
Kepler-1230 b,4450.0,15.628,Neptune-like,2016,7.8,Earth,0.242,Jupiter,0.0921,0.027378507,0.0,Transit,np
Kepler-1231 b,3220.0,14.808,Super Earth,2016,2.6,Earth,1.42,Earth,0.0914,0.028473647,0.0,Transit,sat
Kepler-1233 b,3845.0,14.82,Neptune-like,2016,7.27,Earth,0.232,Jupiter,0.263,0.123477064,0.0,Transit,np
Kepler-1235 b,1763.0,14.079,Terrestrial,2016,0.418,Earth,0.79,Earth,0.0491,0.011498973,0.0,Transit,mars
Kepler-1236 b,3261.0,16.145,Neptune-like,2016,5.22,Earth,2.14,Earth,0.1803,0.08514716,0.0,Transit,np
Kepler-1238 b,5324.0,14.919,Super Earth,2016,4.38,Earth,1.93,Earth,0.0541,0.011225188,0.0,Transit,sat
Kepler-1239 b,6983.0,15.391,Neptune-like,2016,8.75,Earth,0.259,Jupiter,0.0625,0.014236824,0.0,Transit,np
Kepler-1240 b,2812.0,14.092,Super Earth,2016,1.6,Earth,1.15,Earth,0.0557,0.013415469,0.0,Transit,sat
Kepler-1241 b,3160.0,15.886,Neptune-like,2016,7.41,Earth,0.235,Jupiter,0.1336,0.050924025,0.0,Transit,np
Kepler-1242 b,2243.0,15.714,Neptune-like,2016,5.73,Earth,0.202,Jupiter,0.1039,0.037234772,0.0,Transit,np
Kepler-1243 b,2473.0,14.898,Super Earth,2016,3.71,Earth,1.75,Earth,0.1256,0.04599589,0.0,Transit,sat
Kepler-1244 b,3509.0,12.444,Super Earth,2016,2.39,Earth,1.35,Earth,0.0502,0.010130048,0.0,Transit,sat
Kepler-1245 c,2629.0,15.582,Super Earth,2016,2.67,Earth,1.44,Earth,0.0372,0.007939767,0.0,Transit,sat
Kepler-1246 b,1424.0,15.27,Super Earth,2016,2.42,Earth,1.36,Earth,0.0848,0.030937715,0.0,Transit,sat
Kepler-1247 b,3412.0,15.925,Neptune-like,2016,6.04,Earth,0.208,Jupiter,0.1091,0.037508555,0.0,Transit,np
Kepler-1249 b,6213.0,15.391,Neptune-like,2016,6.26,Earth,0.212,Jupiter,0.167,0.06652977,0.0,Transit,np
Kepler-1250 b,6938.0,15.693,Super Earth,2016,4.35,Earth,1.92,Earth,0.0393,0.007118412,0.0,Transit,sat
Kepler-1251 b,2943.0,15.024,Super Earth,2016,4.04,Earth,1.84,Earth,0.2478,0.123477064,0.0,Transit,sat
Kepler-1252 b,2117.0,14.743,Super Earth,2016,3.43,Earth,1.67,Earth,0.1078,0.041341547,0.0,Transit,sat
Kepler-1253 b,1678.0,12.588,Super Earth,2016,2.33,Earth,1.33,Earth,0.3133,0.18863793,0.0,Transit,sat
Kepler-1254 d,2032.0,15.541,Super Earth,2016,2.27,Earth,1.31,Earth,0.0575,0.015605749,0.0,Transit,sat
Kepler-1255 b,5275.0,15.308,Neptune-like,2016,5.99,Earth,0.207,Jupiter,0.2226,0.09938398,0.0,Transit,np
Kepler-1257 b,3608.0,15.644,Super Earth,2016,2.92,Earth,1.52,Earth,0.0376,0.0073921974,0.0,Transit,sat
Kepler-1259 b,2628.0,15.556,Super Earth,2016,2.63,Earth,1.43,Earth,0.0141,0.0019164955,0.0,Transit,sat
Kepler-125 c,598.0,15.431,Terrestrial,2014,0.33,Earth,0.74,Earth,0.051,0.015879534,0.0,Transit,mars
Kepler-1260 b,5658.0,14.953,Super Earth,2016,3.78,Earth,1.77,Earth,0.1444,0.05229295,0.0,Transit,sat
Kepler-1261 b,2428.0,15.817,Neptune-like,2016,5.73,Earth,0.202,Jupiter,0.239,0.13251199,0.0,Transit,np
Kepler-1262 b,3441.0,15.155,Super Earth,2016,3.97,Earth,1.82,Earth,0.083,0.023819301,0.0,Transit,sat
Kepler-1264 b,2616.0,14.629,Super Earth,2016,1.76,Earth,1.18,Earth,0.0191,0.0027378509,0.0,Transit,sat
Kepler-1265 b,1904.0,16.024,Super Earth,2016,2.39,Earth,1.35,Earth,0.0612,0.01779603,0.0,Transit,sat
Kepler-1268 b,6005.0,15.484,Super Earth,2016,4.78,Earth,2.03,Earth,0.2383,0.112251885,0.0,Transit,sat
Kepler-1269 b,3579.0,13.658,Super Earth,2016,3.29,Earth,1.63,Earth,0.226,0.10212183,0.0,Transit,sat
Kepler-126 d,774.0,10.505,Neptune-like,2014,6.8,Earth,0.223,Jupiter,0.448,0.27460644,0.02,Transit,np
Kepler-1270 b,3572.0,13.562,Neptune-like,2016,11.0,Earth,0.296,Jupiter,0.0663,0.016427105,0.0,Transit,np
Kepler-1272 b,3935.0,14.734,Neptune-like,2016,6.21,Earth,0.211,Jupiter,0.2705,0.13990417,0.0,Transit,np
Kepler-1273 b,3635.0,16.03,Neptune-like,2016,6.76,Earth,0.222,Jupiter,0.1857,0.07830253,0.0,Transit,np
Kepler-1275 b,3764.0,14.595,Super Earth,2016,2.79,Earth,1.48,Earth,0.0488,0.010130048,0.0,Transit,sat
Kepler-1276 b,1757.0,12.992,Super Earth,2016,1.81,Earth,1.19,Earth,0.1072,0.034496922,0.0,Transit,sat
Kepler-1277 b,1818.0,14.306,Super Earth,2016,3.19,Earth,1.6,Earth,0.2237,0.11170431,0.0,Transit,sat
Kepler-1278 b,2901.0,13.782,Super Earth,2016,1.01,Earth,1.01,Earth,0.0419,0.008761123,0.0,Transit,sat
Kepler-127 d,1151.0,11.746,Neptune-like,2014,7.46,Earth,0.236,Jupiter,0.28,0.13305955,0.03,Transit,np
Kepler-1280 b,4850.0,14.196,Super Earth,2016,4.16,Earth,1.87,Earth,0.38,0.18234086,0.0,Transit,sat
Kepler-1281 b,3556.0,15.961,Super Earth,2016,3.33,Earth,1.64,Earth,0.0415,0.008487337,0.0,Transit,sat
Kepler-1282 b,3599.0,15.707,Super Earth,2016,3.02,Earth,1.55,Earth,0.0335,0.0057494864,0.0,Transit,sat
Kepler-1283 b,9532.0,15.269,Super Earth,2016,4.31,Earth,1.91,Earth,0.1062,0.035318274,0.0,Transit,sat
Kepler-1284 b,2878.0,15.912,Super Earth,2016,1.92,Earth,1.21,Earth,0.0143,0.0019164955,0.0,Transit,sat
Kepler-1285 b,1377.0,11.717,Terrestrial,2016,0.871,Earth,0.97,Earth,0.1268,0.04052019,0.0,Transit,mars
Kepler-1286 b,4418.0,15.278,Neptune-like,2016,5.27,Earth,2.15,Earth,0.0991,0.030937715,0.0,Transit,np
Kepler-1287 b,3273.0,15.216,Super Earth,2016,2.99,Earth,1.54,Earth,0.0976,0.031485286,0.0,Transit,sat
Kepler-1289 b,3437.0,14.732,Super Earth,2016,2.92,Earth,1.52,Earth,0.0785,0.021902807,0.0,Transit,sat
Kepler-1290 b,5199.0,15.871,Super Earth,2016,2.6,Earth,1.42,Earth,0.0557,0.012867898,0.0,Transit,sat
Kepler-1291 b,2927.0,16.261,Super Earth,2016,3.39,Earth,1.66,Earth,0.0779,0.023545519,0.0,Transit,sat
Kepler-1293 b,3354.0,13.377,Terrestrial,2016,0.871,Earth,0.97,Earth,0.0659,0.015331964,0.0,Transit,mars
Kepler-1294 b,6053.0,15.361,Neptune-like,2016,10.3,Earth,0.285,Jupiter,0.4684,0.31676933,0.0,Transit,np
Kepler-1295 b,3831.0,16.227,Super Earth,2016,3.02,Earth,1.55,Earth,0.0464,0.010403832,0.0,Transit,sat
Kepler-1296 b,5061.0,14.934,Terrestrial,2016,0.693,Earth,0.91,Earth,0.0896,0.022997946,0.0,Transit,mars
Kepler-1297 b,4696.0,14.867,Terrestrial,2016,0.871,Earth,0.97,Earth,0.0283,0.0046543465,0.0,Transit,mars
Kepler-1299 b,4583.0,15.962,Neptune-like,2016,9.17,Earth,0.266,Jupiter,0.1357,0.05448323,0.0,Transit,np
Kepler-129 d,1334.0,11.809,Gas Giant,2021,8.3,Jupiter,1.12,Jupiter,4.0,7.2,0.15,Radial Velocity,jupi
Kepler-1301 b,2787.0,15.656,Super Earth,2016,2.54,Earth,1.4,Earth,0.0815,0.024914443,0.0,Transit,sat
Kepler-1302 b,2070.0,15.172,Super Earth,2016,2.63,Earth,1.43,Earth,0.0795,0.024093088,0.0,Transit,sat
Kepler-1304 b,7098.0,15.408,Neptune-like,2016,5.86,Earth,0.204,Jupiter,0.1202,0.044079397,0.0,Transit,np
Kepler-1305 b,5138.0,15.834,Super Earth,2016,4.19,Earth,1.88,Earth,0.1109,0.037234772,0.0,Transit,sat
Kepler-1306 b,3613.0,15.353,Super Earth,2016,4.31,Earth,1.91,Earth,0.123,0.044626966,0.0,Transit,sat
Kepler-1310 b,1857.0,14.346,Super Earth,2016,2.67,Earth,1.44,Earth,0.0148,0.0019164955,0.0,Transit,sat
Kepler-1311 d,2826.0,13.528,Gas Giant,2021,0.212,Jupiter,0.862,Jupiter,0.6711,0.5407255,0.0,Transit,jupi
Kepler-1312 c,976.0,12.491,Super Earth,2021,1.07,Earth,1.027,Earth,0.0209,0.003011636,0.0,Transit,sat
Kepler-1313 b,568.0,12.363,Super Earth,2016,3.75,Earth,1.76,Earth,0.046,0.010403832,0.0,Transit,sat
Kepler-1315 c,1569.0,15.133,Super Earth,2021,4.06,Earth,1.844,Earth,0.064,0.018069815,0.0,Transit,sat
Kepler-1316 b,2612.0,14.119,Neptune-like,2016,12.3,Earth,0.316,Jupiter,0.3859,0.24093087,0.0,Transit,np
Kepler-1318 b,1550.0,15.531,Neptune-like,2016,9.85,Earth,0.277,Jupiter,0.6085,0.5839836,0.0,Transit,np
Kepler-1319 b,339.0,15.161,Super Earth,2016,2.36,Earth,1.34,Earth,0.0296,0.007939767,0.33,Transit,sat
Kepler-131 c,746.0,11.493,Super Earth,2014,8.25,Earth,0.84,Earth,0.1684,0.069815196,0.0,Transit,sat
Kepler-1322 c,4405.0,15.876,Neptune-like,2021,5.29,Earth,2.155,Earth,0.0652,0.01779603,0.0,Transit,np
Kepler-1323 b,1518.0,12.444,Super Earth,2016,2.92,Earth,1.52,Earth,0.0191,0.0024640656,0.0,Transit,sat
Kepler-1324 b,1571.0,15.554,Super Earth,2016,2.89,Earth,1.51,Earth,0.0466,0.011225188,0.0,Transit,sat
Kepler-1325 b,3175.0,15.311,Neptune-like,2016,8.55,Earth,0.255,Jupiter,0.2004,0.09281315,0.0,Transit,np
Kepler-1326 b,2278.0,12.842,Neptune-like,2016,16.3,Earth,0.373,Jupiter,0.2743,0.11608488,0.0,Transit,np
Kepler-1329 b,1918.0,15.958,Neptune-like,2016,5.35,Earth,2.17,Earth,0.0747,0.025462013,0.0,Transit,np
Kepler-132 e,1140.0,11.922,Super Earth,2016,1.76,Earth,1.18,Earth,0.4393,0.30198494,0.0,Transit,sat
Kepler-1330 b,5612.0,15.076,Super Earth,2016,3.36,Earth,1.65,Earth,0.0889,0.027652293,0.0,Transit,sat
Kepler-1332 b,1725.0,13.975,Super Earth,2016,2.45,Earth,1.37,Earth,0.0986,0.032580424,0.0,Transit,sat
Kepler-1333 b,3042.0,15.421,Neptune-like,2016,8.3,Earth,0.251,Jupiter,0.4382,0.30006844,0.0,Transit,np
Kepler-1334 b,3990.0,15.461,Neptune-like,2016,5.86,Earth,0.204,Jupiter,0.1229,0.042710472,0.0,Transit,np
Kepler-1336 c,3675.0,14.264,Super Earth,2016,3.57,Earth,1.71,Earth,0.0631,0.015879534,0.0,Transit,sat
Kepler-1337 b,1963.0,16.21,Neptune-like,2016,6.39,Earth,0.215,Jupiter,0.1441,0.06680356,0.0,Transit,np
Kepler-1338 b,2457.0,13.699,Terrestrial,2016,0.721,Earth,0.92,Earth,0.0193,0.0024640656,0.0,Transit,mars
Kepler-1339 b,1210.0,12.344,Terrestrial,2016,0.285,Earth,0.71,Earth,0.0234,0.003559206,0.0,Transit,mars
Kepler-133 c,2132.0,12.896,Neptune-like,2014,8.45,Earth,0.253,Jupiter,0.204,0.0862423,0.0,Transit,np
Kepler-1340 b,3203.0,15.003,Super Earth,2016,3.02,Earth,1.55,Earth,0.0153,0.0019164955,0.0,Transit,sat
Kepler-1343 b,5730.0,15.617,Super Earth,2016,4.38,Earth,1.93,Earth,0.0449,0.009308693,0.0,Transit,sat
Kepler-1345 b,4420.0,13.775,Neptune-like,2016,6.17,Earth,0.211,Jupiter,0.2638,0.12210814,0.0,Transit,np
Kepler-1348 b,3959.0,14.871,Super Earth,2016,4.42,Earth,1.94,Earth,0.1834,0.07556468,0.0,Transit,sat
Kepler-134 c,1092.0,12.318,Super Earth,2014,2.13,Earth,1.26,Earth,0.092,0.027652293,0.0,Transit,sat
Kepler-1351 b,661.0,14.328,Terrestrial,2016,0.208,Earth,0.65,Earth,0.0156,0.0024640656,0.0,Transit,mars
Kepler-1352 b,2188.0,13.338,Terrestrial,2016,0.64,Earth,0.89,Earth,0.03,0.005201916,0.0,Transit,mars
Kepler-1354 b,3652.0,14.59,Neptune-like,2016,9.11,Earth,0.265,Jupiter,0.3521,0.20971936,0.0,Transit,np
Kepler-1355 b,2973.0,15.595,Super Earth,2016,2.73,Earth,1.46,Earth,0.0224,0.003559206,0.0,Transit,sat
Kepler-1356 b,2757.0,15.887,Super Earth,2016,2.96,Earth,1.53,Earth,0.0136,0.0016427105,0.0,Transit,sat
Kepler-1357 b,3313.0,15.322,Super Earth,2016,2.18,Earth,1.28,Earth,0.041,0.008213553,0.0,Transit,sat
Kepler-135 c,2028.0,12.794,Super Earth,2014,1.65,Earth,1.16,Earth,0.103,0.031211497,0.0,Transit,sat
Kepler-1360 b,4946.0,14.007,Neptune-like,2016,11.5,Earth,0.303,Jupiter,0.2866,0.11088296,0.0,Transit,np
Kepler-1363 b,1767.0,15.454,Super Earth,2016,2.1,Earth,1.25,Earth,0.0363,0.007939767,0.0,Transit,sat
Kepler-1367 b,1310.0,16.012,Terrestrial,2016,0.721,Earth,0.92,Earth,0.0236,0.0043805614,0.0,Transit,mars
Kepler-1368 b,5336.0,15.914,Super Earth,2016,3.36,Earth,1.65,Earth,0.0153,0.0019164955,0.0,Transit,sat
Kepler-1369 b,4034.0,15.621,Neptune-like,2016,7.7,Earth,0.24,Jupiter,0.1741,0.070910335,0.0,Transit,np
Kepler-1370 c,3275.0,13.718,Super Earth,2016,2.15,Earth,1.27,Earth,0.0767,0.020260096,0.0,Transit,sat
Kepler-1371 c,1681.0,14.018,Terrestrial,2016,0.196,Earth,0.64,Earth,0.0274,0.0054757018,0.0,Transit,mars
Kepler-1372 b,4251.0,15.667,Super Earth,2016,2.15,Earth,1.27,Earth,0.024,0.003559206,0.0,Transit,sat
Kepler-1373 b,5544.0,14.328,Super Earth,2016,1.65,Earth,1.16,Earth,0.0242,0.003559206,0.0,Transit,sat
Kepler-1374 b,3518.0,15.991,Neptune-like,2016,5.86,Earth,0.204,Jupiter,0.0918,0.029295003,0.0,Transit,np
Kepler-1375 b,4667.0,13.864,Super Earth,2016,3.68,Earth,1.74,Earth,0.0471,0.009034907,0.0,Transit,sat
Kepler-1376 b,2832.0,14.792,Super Earth,2016,1.16,Earth,1.05,Earth,0.0598,0.01451061,0.0,Transit,sat
Kepler-1377 b,3739.0,15.857,Super Earth,2016,2.1,Earth,1.25,Earth,0.0153,0.0019164955,0.0,Transit,sat
Kepler-1379 b,3168.0,16.107,Super Earth,2016,2.24,Earth,1.3,Earth,0.0171,0.0024640656,0.0,Transit,sat
Kepler-1380 b,8034.0,15.816,Super Earth,2016,2.63,Earth,1.43,Earth,0.0917,0.028199865,0.0,Transit,sat
Kepler-1381 b,3905.0,15.579,Neptune-like,2016,5.69,Earth,0.201,Jupiter,0.1728,0.06954141,0.0,Transit,np
Kepler-1382 b,2408.0,12.857,Super Earth,2016,4.19,Earth,1.88,Earth,0.1404,0.044900753,0.0,Transit,sat
Kepler-1383 b,3351.0,13.832,Super Earth,2016,2.57,Earth,1.41,Earth,0.1179,0.038056124,0.0,Transit,sat
Kepler-1384 b,2016.0,15.7578,Super Earth,2016,4.42,Earth,1.94,Earth,0.1126,0.042162903,0.0,Transit,sat
Kepler-1385 b,2247.0,12.947,Terrestrial,2016,0.543,Earth,0.85,Earth,0.0415,0.007939767,0.0,Transit,mars
Kepler-1388 e,1480.0,16.43,Neptune-like,2016,6.62,Earth,0.219,Jupiter,0.1861,0.10294318,0.0,Transit,np
Kepler-1389 b,1622.0,14.896,Super Earth,2016,3.78,Earth,1.77,Earth,0.3869,0.2718686,0.0,Transit,sat
Kepler-138 e,218.0,13.04,Terrestrial,2022,0.43,Earth,0.797,Earth,0.1803,0.1045859,0.11,Transit Timing Variations,mars
Kepler-1390 b,2360.0,14.558,Super Earth,2016,1.76,Earth,1.18,Earth,0.0662,0.01779603,0.0,Transit,sat
Kepler-1391 b,3387.0,13.906,Super Earth,2016,3.46,Earth,1.68,Earth,0.2768,0.14893909,0.0,Transit,sat
Kepler-1392 b,3644.0,15.963,Super Earth,2016,4.5,Earth,1.96,Earth,0.1189,0.041341547,0.0,Transit,sat
Kepler-1394 b,2089.0,11.714,Super Earth,2016,2.51,Earth,1.39,Earth,0.0555,0.010677618,0.0,Transit,sat
